locus_tag	ftype	length_bp	gene	EC_number	COG	product
AGMPGHNC_02736	CDS	240	sfmH_1			putative fimbrial-like protein SfmH
AGMPGHNC_02737	CDS	687	sfmH_2			putative fimbrial-like protein SfmH
AGMPGHNC_02738	CDS	519	sfmF			putative fimbrial-like protein SfmF
AGMPGHNC_02739	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
AGMPGHNC_02740	CDS	723				hypothetical protein
AGMPGHNC_02741	CDS	309				hypothetical protein
AGMPGHNC_02742	CDS	597				hypothetical protein
AGMPGHNC_02743	tRNA	77				tRNA-Arg(tct)
AGMPGHNC_02744	CDS	273				hypothetical protein
AGMPGHNC_02745	CDS	219				hypothetical protein
AGMPGHNC_02746	CDS	159				hypothetical protein
AGMPGHNC_02747	CDS	1641				hypothetical protein
AGMPGHNC_02748	CDS	927	yfdH_1	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
AGMPGHNC_02749	CDS	363	yfdG		COG2246	Prophage bactoprenol-linked glucose translocase 
AGMPGHNC_02750	CDS	330	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
AGMPGHNC_02751	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
AGMPGHNC_02752	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
AGMPGHNC_02753	CDS	237	rclB			putative protein RclB
AGMPGHNC_02754	CDS	561	rclC		COG3059	Inner membrane protein RclC
AGMPGHNC_02755	CDS	1176				hypothetical protein
AGMPGHNC_02756	CDS	1395	pheP		COG1113	Phenylalanine-specific permease
AGMPGHNC_02757	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
AGMPGHNC_02758	CDS	1971	lip-1	3.1.1.3		Lipase 1
AGMPGHNC_02759	CDS	2730	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
AGMPGHNC_02760	CDS	987	frlB_2	3.5.-.-	COG2222	Fructosamine deglycase FrlB
AGMPGHNC_02761	CDS	1062				hypothetical protein
AGMPGHNC_02762	CDS	855	manZ_3		COG3716	PTS system mannose-specific EIID component
AGMPGHNC_02763	CDS	744	sorC		COG3715	PTS system sorbose-specific EIIC component
AGMPGHNC_02764	CDS	471	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
AGMPGHNC_02765	CDS	450				hypothetical protein
AGMPGHNC_02766	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
AGMPGHNC_02767	CDS	369				hypothetical protein
AGMPGHNC_02768	CDS	582	betI			HTH-type transcriptional regulator BetI
AGMPGHNC_02769	CDS	342	marA_2			Multiple antibiotic resistance protein MarA
AGMPGHNC_02770	CDS	249				hypothetical protein
AGMPGHNC_02771	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
AGMPGHNC_02772	CDS	705				hypothetical protein
AGMPGHNC_02773	CDS	2256	fepA		COG4771	Ferrienterobactin receptor
AGMPGHNC_02774	CDS	1215	fes_1		COG2382	Enterochelin esterase
AGMPGHNC_02775	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
AGMPGHNC_02776	CDS	3885	entF	2.7.7.-	COG1020	Enterobactin synthase component F
AGMPGHNC_02777	CDS	1137	fepE		COG3765	Ferric enterobactin transport protein FepE
AGMPGHNC_02778	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
AGMPGHNC_02779	CDS	990	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
AGMPGHNC_02780	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
AGMPGHNC_02781	CDS	1245	entS		COG0477	Enterobactin exporter EntS
AGMPGHNC_02782	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
AGMPGHNC_02783	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
AGMPGHNC_02784	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
AGMPGHNC_02785	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
AGMPGHNC_02786	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
AGMPGHNC_02787	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
AGMPGHNC_02788	CDS	2106	cstA		COG1966	Peptide transporter CstA
AGMPGHNC_02789	CDS	198				hypothetical protein
AGMPGHNC_02790	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
AGMPGHNC_02791	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
AGMPGHNC_02792	CDS	618	ybdM		COG1475	putative protein YbdM
AGMPGHNC_02793	CDS	1236	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
AGMPGHNC_02794	CDS	903	ybdO_2			putative HTH-type transcriptional regulator YbdO
AGMPGHNC_02795	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
AGMPGHNC_02796	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
AGMPGHNC_02797	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
AGMPGHNC_02798	tRNA	77				tRNA-Arg(acg)
AGMPGHNC_02799	tRNA	77				tRNA-Arg(acg)
AGMPGHNC_02800	tRNA	77				tRNA-Arg(acg)
AGMPGHNC_02801	tRNA	93				tRNA-Ser(gct)
AGMPGHNC_02802	CDS	186	csrA		COG1551	Carbon storage regulator
AGMPGHNC_02803	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
AGMPGHNC_02804	CDS	540	recX		COG2137	Regulatory protein RecX
AGMPGHNC_02805	CDS	1062	recA		COG0468	Protein RecA
AGMPGHNC_02806	CDS	498	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
AGMPGHNC_02807	CDS	246				hypothetical protein
AGMPGHNC_02808	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
AGMPGHNC_02809	CDS	564	srlA_1		COG3730	PTS system glucitol/sorbitol-specific EIIC component
AGMPGHNC_02810	CDS	972	srlE_1	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
AGMPGHNC_02811	CDS	363	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
AGMPGHNC_02812	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
AGMPGHNC_02813	CDS	360				hypothetical protein
AGMPGHNC_02814	CDS	774	srlR_3		COG1349	Glucitol operon repressor
AGMPGHNC_02815	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
AGMPGHNC_02816	CDS	1521	norR_4		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
AGMPGHNC_02817	CDS	1440	norV_2		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
AGMPGHNC_02818	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
AGMPGHNC_02819	CDS	2241	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
AGMPGHNC_02820	CDS	546	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
AGMPGHNC_02821	CDS	810				hypothetical protein
AGMPGHNC_02822	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
AGMPGHNC_02823	CDS	411				hypothetical protein
AGMPGHNC_02824	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
AGMPGHNC_02825	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
AGMPGHNC_02826	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
AGMPGHNC_02827	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
AGMPGHNC_02828	CDS	1827	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
AGMPGHNC_02829	CDS	609	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
AGMPGHNC_02830	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
AGMPGHNC_02831	CDS	357	hypA		COG0375	Hydrogenase maturation factor HypA
AGMPGHNC_02832	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
AGMPGHNC_02833	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
AGMPGHNC_02834	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
AGMPGHNC_02835	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
AGMPGHNC_02836	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
AGMPGHNC_02837	CDS	345				hypothetical protein
AGMPGHNC_02838	CDS	918			COG0803	putative periplasmic iron-binding protein
AGMPGHNC_02839	CDS	822	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
AGMPGHNC_02840	CDS	861	mntB_2			Manganese transport system membrane protein MntB
AGMPGHNC_02841	CDS	849	mntB_3			Manganese transport system membrane protein MntB
AGMPGHNC_02842	CDS	867	yopJ			Effector protein YopJ
AGMPGHNC_02843	CDS	756				hypothetical protein
AGMPGHNC_02844	CDS	888	rhaR_5			HTH-type transcriptional activator RhaR
AGMPGHNC_02845	CDS	453				hypothetical protein
AGMPGHNC_02846	CDS	681	orgB			Oxygen-regulated invasion protein OrgB
AGMPGHNC_02847	CDS	579	orgA			Oxygen-regulated invasion protein OrgA
AGMPGHNC_02848	CDS	759	prgK		COG4669	Lipoprotein PrgK
AGMPGHNC_02849	CDS	306				hypothetical protein
AGMPGHNC_02850	CDS	243	prgI			Protein PrgI
AGMPGHNC_02851	CDS	1236	prgH			Protein PrgH
AGMPGHNC_02852	CDS	930	rhaR_6			HTH-type transcriptional activator RhaR
AGMPGHNC_02853	CDS	1662	hilA		COG0457	Transcriptional regulator HilA
AGMPGHNC_02854	CDS	483				hypothetical protein
AGMPGHNC_02855	CDS	1608	sptP			Secreted effector protein SptP
AGMPGHNC_02856	CDS	393	sicP			Chaperone protein sicP
AGMPGHNC_02857	CDS	261				hypothetical protein
AGMPGHNC_02858	CDS	249	acpP_2		COG0236	Acyl carrier protein
AGMPGHNC_02859	CDS	2058	sipA			Cell invasion protein SipA
AGMPGHNC_02860	CDS	1032	sipD			Cell invasion protein SipD
AGMPGHNC_02861	CDS	1230	sipC			Cell invasion protein SipC
AGMPGHNC_02862	CDS	1782	sipB			Cell invasion protein SipB
AGMPGHNC_02863	CDS	498	sicA		COG0457	Chaperone protein SicA
AGMPGHNC_02864	CDS	1071	spaS		COG1377	Surface presentation of antigens protein SpaS
AGMPGHNC_02865	CDS	792	spaR_2		COG4791	Surface presentation of antigens protein SpaR
AGMPGHNC_02866	CDS	261	spaQ_2		COG4794	Surface presentation of antigens protein SpaQ
AGMPGHNC_02867	CDS	675	spaP_2		COG4790	Surface presentation of antigens protein SpaP
AGMPGHNC_02868	CDS	912	spaO		COG1886	Surface presentation of antigens protein SpaO
AGMPGHNC_02869	CDS	1011				hypothetical protein
AGMPGHNC_02870	CDS	444				hypothetical protein
AGMPGHNC_02871	CDS	1296	spaL	7.1.2.2	COG1157	putative ATP synthase SpaL
AGMPGHNC_02872	CDS	408	spaK			Surface presentation of antigens protein SpaK
AGMPGHNC_02873	CDS	2058	invA		COG4789	Invasion protein InvA
AGMPGHNC_02874	CDS	1119	mxiC			Protein MxiC
AGMPGHNC_02875	CDS	1689	sctC_2		COG1450	Type 3 secretion system secretin
AGMPGHNC_02876	CDS	750	invF			Invasion protein InvF
AGMPGHNC_02877	CDS	444	invH			Type 3 secretion system pilotin
AGMPGHNC_02878	CDS	450				hypothetical protein
AGMPGHNC_02879	CDS	333				hypothetical protein
AGMPGHNC_02880	CDS	327				hypothetical protein
AGMPGHNC_02881	CDS	282				hypothetical protein
AGMPGHNC_02882	CDS	528				hypothetical protein
AGMPGHNC_02883	CDS	177				hypothetical protein
AGMPGHNC_02884	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
AGMPGHNC_02885	CDS	2568	mutS		COG0249	DNA mismatch repair protein MutS
AGMPGHNC_02886	CDS	381				hypothetical protein
AGMPGHNC_02887	CDS	1209	jefA			Drug efflux pump JefA
AGMPGHNC_02888	CDS	912	dmlR_8			HTH-type transcriptional regulator DmlR
AGMPGHNC_02889	CDS	1497	gntT_2		COG2610	High-affinity gluconate transporter
AGMPGHNC_02890	CDS	951	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
AGMPGHNC_02891	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
AGMPGHNC_02892	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
AGMPGHNC_02893	CDS	1263	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
AGMPGHNC_02894	CDS	924	ltnD	1.1.1.411		L-threonate dehydrogenase
AGMPGHNC_02895	CDS	765	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
AGMPGHNC_02896	CDS	405	hosA			Transcriptional regulator HosA
AGMPGHNC_02897	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
AGMPGHNC_02898	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
AGMPGHNC_02899	CDS	237	vdcD			Protein VdcD
AGMPGHNC_02900	CDS	993	rpoS			RNA polymerase sigma factor RpoS
AGMPGHNC_02901	CDS	1134	nlpD_1			Murein hydrolase activator NlpD
AGMPGHNC_02902	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
AGMPGHNC_02903	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
AGMPGHNC_02904	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
AGMPGHNC_02905	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
AGMPGHNC_02906	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
AGMPGHNC_02907	CDS	312	ftsB		COG2919	Cell division protein FtsB
AGMPGHNC_02908	CDS	324	ygbE			Inner membrane protein YgbE
AGMPGHNC_02909	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
AGMPGHNC_02910	CDS	1440	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
AGMPGHNC_02911	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
AGMPGHNC_02912	CDS	1047				hypothetical protein
	repeat_region	578				
	repeat_region	519				
AGMPGHNC_02913	CDS	294	ygbF	3.1.-.-		CRISPR-associated endoribonuclease Cas2
AGMPGHNC_02914	CDS	921	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
AGMPGHNC_02915	CDS	651	casE	3.1.-.-		CRISPR system Cascade subunit CasE
AGMPGHNC_02916	CDS	747				hypothetical protein
AGMPGHNC_02917	CDS	1059	casC			CRISPR system Cascade subunit CasC
AGMPGHNC_02918	CDS	561				hypothetical protein
AGMPGHNC_02919	CDS	1557				hypothetical protein
AGMPGHNC_02920	CDS	2664	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
AGMPGHNC_02921	CDS	954	sopD			Secreted effector protein SopD
AGMPGHNC_02922	CDS	735	cysH_2	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
AGMPGHNC_02923	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
AGMPGHNC_02924	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
AGMPGHNC_02925	CDS	363	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
AGMPGHNC_02926	CDS	798				hypothetical protein
	repeat_region	273				
AGMPGHNC_02927	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
AGMPGHNC_02928	CDS	1299	eno	4.2.1.11	COG0148	Enolase
AGMPGHNC_02929	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
AGMPGHNC_02930	CDS	801	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
AGMPGHNC_02931	CDS	297	parE4		COG3668	Toxin ParE4
AGMPGHNC_02932	CDS	288				hypothetical protein
AGMPGHNC_02933	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
AGMPGHNC_02934	CDS	1296	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
AGMPGHNC_02935	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
AGMPGHNC_02936	CDS	1143	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
AGMPGHNC_02937	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
AGMPGHNC_02938	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
AGMPGHNC_02939	CDS	1359	gudP_2			putative glucarate transporter
AGMPGHNC_02940	CDS	450			COG0716	putative protein
AGMPGHNC_02941	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
AGMPGHNC_02942	CDS	330	yqcC		COG3098	putative protein YqcC
AGMPGHNC_02943	CDS	546	syd			Protein Syd
AGMPGHNC_02944	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
AGMPGHNC_02945	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
AGMPGHNC_02946	CDS	1290	sdaC		COG0814	Serine transporter
AGMPGHNC_02947	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
AGMPGHNC_02948	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
AGMPGHNC_02949	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
AGMPGHNC_02950	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
AGMPGHNC_02951	CDS	1317	fucP_2		COG0738	L-fucose-proton symporter
AGMPGHNC_02952	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
AGMPGHNC_02953	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
AGMPGHNC_02954	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
AGMPGHNC_02955	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
AGMPGHNC_02956	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
AGMPGHNC_02957	CDS	396				hypothetical protein
AGMPGHNC_02958	CDS	918	gcvA			Glycine cleavage system transcriptional activator
AGMPGHNC_02959	CDS	123				hypothetical protein
AGMPGHNC_02960	CDS	228	ygdR_3			putative lipoprotein YgdR
AGMPGHNC_02961	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
AGMPGHNC_02962	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
AGMPGHNC_02963	CDS	915	rarD_2		COG2962	Protein RarD
AGMPGHNC_02964	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
AGMPGHNC_02965	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
AGMPGHNC_02966	tRNA	77				tRNA-Met(cat)
AGMPGHNC_02967	tRNA	77				tRNA-Met(cat)
AGMPGHNC_02968	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
AGMPGHNC_02969	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
AGMPGHNC_02970	CDS	1836	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
AGMPGHNC_02971	CDS	3546	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
AGMPGHNC_02972	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
AGMPGHNC_02973	CDS	3372	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
AGMPGHNC_02974	CDS	321				hypothetical protein
AGMPGHNC_02975	CDS	408				hypothetical protein
AGMPGHNC_02976	CDS	564				hypothetical protein
AGMPGHNC_02977	CDS	471				hypothetical protein
AGMPGHNC_02978	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
AGMPGHNC_02979	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
AGMPGHNC_02980	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
AGMPGHNC_02981	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
AGMPGHNC_02982	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
AGMPGHNC_02983	CDS	714				hypothetical protein
AGMPGHNC_02984	CDS	219	ygdR_4			putative lipoprotein YgdR
AGMPGHNC_02985	CDS	1041	tas		COG0667	Protein tas
AGMPGHNC_02986	CDS	1203	lplT			Lysophospholipid transporter LplT
AGMPGHNC_02987	CDS	2160	aas		COG0204	Bifunctional protein Aas
AGMPGHNC_02988	CDS	1029	galR		COG1609	HTH-type transcriptional regulator GalR
AGMPGHNC_02989	CDS	1020	ascG		COG1609	HTH-type transcriptional regulator AscG
AGMPGHNC_02990	CDS	1263	lysA_2	4.1.1.20		Diaminopimelate decarboxylase
AGMPGHNC_02991	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
AGMPGHNC_02992	CDS	747	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
AGMPGHNC_02993	CDS	1419	araE			Arabinose-proton symporter
AGMPGHNC_02994	CDS	762	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
AGMPGHNC_02995	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
AGMPGHNC_02996	CDS	1179	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
AGMPGHNC_02997	CDS	864	allS_2			HTH-type transcriptional activator AllS
AGMPGHNC_02998	CDS	456				hypothetical protein
AGMPGHNC_02999	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
AGMPGHNC_03000	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
AGMPGHNC_03001	CDS	825	rcnA		COG2215	Nickel/cobalt efflux system RcnA
AGMPGHNC_03002	CDS	759				hypothetical protein
AGMPGHNC_03003	CDS	513				hypothetical protein
AGMPGHNC_03004	CDS	1077				hypothetical protein
AGMPGHNC_03005	CDS	744	papD		COG3121	Chaperone protein PapD
AGMPGHNC_03006	CDS	2490	papC_1		COG3188	Outer membrane usher protein PapC
AGMPGHNC_03007	CDS	585	ybgD			putative fimbrial-like protein YbgD
AGMPGHNC_03008	CDS	633				hypothetical protein
AGMPGHNC_03009	CDS	537	ail_3		COG3637	Attachment invasion locus protein
AGMPGHNC_03010	CDS	399	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
AGMPGHNC_03011	CDS	228	vapB		COG4456	Antitoxin VapB
AGMPGHNC_03012	CDS	261				hypothetical protein
AGMPGHNC_03013	CDS	801				hypothetical protein
AGMPGHNC_03014	tRNA	74				tRNA-Gly(ccc)
AGMPGHNC_03015	CDS	759	nlpD_2			Murein hydrolase activator NlpD
AGMPGHNC_03016	CDS	546	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
AGMPGHNC_03017	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
AGMPGHNC_03018	CDS	882	prfB_2		COG1186	Peptide chain release factor RF2
AGMPGHNC_03019	CDS	1602	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
AGMPGHNC_03020	CDS	714	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
AGMPGHNC_03021	CDS	897	xerD_2		COG4974	Tyrosine recombinase XerD
AGMPGHNC_03022	CDS	522	fldB		COG0716	Flavodoxin 2
AGMPGHNC_03023	CDS	414	ygfX			Inner membrane protein YgfX
AGMPGHNC_03024	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
AGMPGHNC_03025	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
AGMPGHNC_03026	CDS	192				hypothetical protein
AGMPGHNC_03027	CDS	660				hypothetical protein
AGMPGHNC_03028	CDS	381				hypothetical protein
AGMPGHNC_03029	CDS	1434	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
AGMPGHNC_03030	CDS	894				hypothetical protein
AGMPGHNC_03031	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
AGMPGHNC_03032	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
AGMPGHNC_03033	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
AGMPGHNC_03034	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
AGMPGHNC_03035	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
AGMPGHNC_03036	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
AGMPGHNC_03037	CDS	579				hypothetical protein
AGMPGHNC_03038	CDS	330	zapA		COG3027	Cell division protein ZapA
AGMPGHNC_03039	CDS	477	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
AGMPGHNC_03040	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
AGMPGHNC_03041	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
AGMPGHNC_03042	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
AGMPGHNC_03043	CDS	747			COG2968	26 kDa periplasmic immunogenic protein
AGMPGHNC_03044	CDS	636	argO		COG1279	Arginine exporter protein ArgO
AGMPGHNC_03045	CDS	861	mscS_2		COG0668	Small-conductance mechanosensitive channel
AGMPGHNC_03046	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
AGMPGHNC_03047	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
AGMPGHNC_03048	CDS	1047	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
AGMPGHNC_03049	CDS	426				hypothetical protein
AGMPGHNC_03050	CDS	579				hypothetical protein
AGMPGHNC_03051	CDS	708				hypothetical protein
AGMPGHNC_03052	CDS	678	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
AGMPGHNC_03053	CDS	657	larO	3.6.3.-	COG1122	Nickel import ATP-binding protein LarO
AGMPGHNC_03054	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
AGMPGHNC_03055	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
AGMPGHNC_03056	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
AGMPGHNC_03057	CDS	891	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AGMPGHNC_03058	CDS	474	tabA_1		COG2731	Toxin-antitoxin biofilm protein TabA
AGMPGHNC_03059	CDS	1008	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
AGMPGHNC_03060	CDS	1017	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
AGMPGHNC_03061	CDS	1473	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
